id,tweet,fake,real
1480,co vid number appointed housing minister after freezing rent eviction securing bed for homeless url,1,0
1481,that say might look like plateau back california were probably except april average number k instead number k url,0,1
1482,patient urged book a e appointment part shake up emergency service response coronavirus pandemic url,0,1
1483,a case coronavirus confirmed cali colombia video show doctor treating patient bus station,1,0
1484,immigrant jumping the border wall returning home record rate url coronavirus illegal immigrant ford,1,0
1485,repeat i didn repeat t say that repeat medical equipment governor requesting actually need,1,0
1486,repeat in italy thrown money street a clear message whole world money enough health danger repeat,1,0
1487,our daily update published we ve tracked number million test number k yesterday for detail see url url,0,1
1488,ground report now user ji please tell u this why suffer why delhi delhi fight corona arvind ke jri wal url,1,0
1489,co vid number nigeria update the lagos state biosafety level number laboratory activated co vid number testing this brings number co vid number testing lab nigeria number in progress maiduguri kano sokoto port harcourt jos kaduna take responsibility url,0,1
1490,claim coronavirus new canine coronavirus vaccine since number,1,0
1491,a man beaten cop dehradun india violated lockdown norm came spit people door handle,1,0
1492,the south reported nearly number case country today at number k thats one region country ever reported june number url,0,1
1493,user user user the latter see user best guesstimate total u case range number k number k,0,1
1494,the hospitalization rate co vid number older people right similar typically seen high severity flu season learn more url,0,1
1495,in half state least one federal official died result co vid number globally somalia s former prime minister local legislator pakistan former greek health minister nigeria s chief staff among others died co vid number,1,0
1496,ive always known real pandemic ive felt pandemic long called pandemic,1,0
1497,the first task begin gathering data repeatable way we ve built data structure think work within user api we re test data run regular tracking week,0,1
1498,our daily update published it far away biggest testing day record number k result reported state also reported second highest number case ever number k fourth day row number death number smile url,0,1
1499,user well know many pending repeat ratio number pretty much past day,0,1
1500,yesterday conducted highest number co vid number test recorded highest number positive case nigeria we also deployed number rapid response team support number state this largest deployment resource ever outbreak nigeria user url,0,1
1501,on number th may number case reported plateau number case akwa ibom repeat case therefore plateau total number case akwa ibom total number case we apologise state government error remain committed ensuring accurate reporting url,0,1
1502,user a pointed analysis first paragraph user hydroxychloroquine antimalarial drug donald trump taking prevent co vid number linked increased death patient treated hospital around world study shown url,1,0
1503,a post shared hundred time facebook claim nigerian presidency imposed curfew allow chinese company build number g mast,1,0
1504,a french doctor quoted saying u billionaire bill gate want sell co vid number vaccine africa poisonous destroy africa,1,0
1505,returning california situation state averaged number completed test last number day this troubling largest state far america url,0,1
1506,an image show woman italy clutching number month old child tightly chest dying coronavirus,1,0
1507,a video claim recorded hospital la margarita puebla image patient hallway allegedly co vid number hospital floor full bag containing dead body,1,0
1508,claim tank capital latvia riga while people staying home,1,0
1509,if virginia continues stay home hospital become overloaded however distancing relaxed potential number k hospitalization overwhelming system may number learn url url,0,1
1510,california s testing situation remains puzzling state add uncertainty assessing severity state s overall outbreak,0,1
1511,observational data suggest metformin might reduce risk death co vid number patient diabetes randomized trial unlikely carried according expert url url,0,1
1512,a april number number u state number u territory report community spread co vid number of number report co vid number case widespread when essential trip wear cloth face covering keep number ft physical distance others url url,0,1
1513,india fight corona govt india released number st instalment state disaster response fund amounting r number crore state govts number rd april number strengthen state deal co vid pandemic union minister user url url,0,1
1514,mum calling check don t coronavirus url url,1,0
1515,when wear mask wear mask public setting especially difficult stay number foot away others living household learn at url url,0,1
1516,coronavirus update total co vid number case india a august number number number active case number number cured discharged migrated number smile number death number total co vid number confirmed case active case cured discharged migrated death via user url,0,1
1517,india fight corona there number state country total number active case number secretary user stay safe india win user url,0,1
1518,plane with number co vid number infected bat pas through dublin airport without proper check url,1,0
1519,president trump say that he now know who brought the coronavirus to the united state url donald trump china,1,0
1520,video show co vid number patient lying dead ground india,1,0
1521,trump said increased testing led case halting testing wouldn t eliminate co vid number case it would conceal could fuel even greater crisis url tulsa trump rally,1,0
1522,the symptom first nine day one contract co vid number,1,0
1523,india fight corona early identification aggressive testing comprehensive surveillance contact tracing focus timely efficient clinical treatment patient ensured high number speedy recovery this also kept case fatality rate low url,0,1
1524,yesterday laboratory completed number test surpassed number test number test processed since february this includes testing managed isolation facility community based testing across country,0,1
1525,a per user wearing face cover compulsory public workplace national directive co vid number management any violation punishable section number b disaster management act number imprisonment fine both url url,0,1
1526,u s record highest one day co vid number death toll number week url,1,0
1527,the ministry concluded followup group number granted exemption managed isolation compassionate ground june number number one people subsequently approval withdrawn remained managed isolation full number day,0,1
1528,coronavirus crisis rivaled hypochondria epidemic url health coronavirus disease co vid number prostate cancer,1,0
1529,co vid number win virus tainted santa anita derby url,1,0
1530,colorado denies that trace the coronavirus have been found in the state pot supply url donald trump marijuana,1,0
1531,rt user change food availability community due co vid number pandemic may limit availability fresh food find,0,1
1532,the first tranche people user group slack note were thinking channel largely peer support working data but fascinating see different type user too sign up url,0,1
1533,user user user well consider bioengineered virus flu virus if flu would pole axed around two week able get bed c number powerful bad flu test positive co vid material suggests false positive,1,0
1534,state reported number positive today number last monday url,0,1
1535,today user visit south florida national hotspot co vid number case here s look fact check recent statement pandemic including falsehood number totally harmless url url,1,0
1536,john travolta back in hospital url health death coronavirus john travolta pandemic saturday night fever,1,0
1537,small data entry issue maryland number stand quick fix api,0,1
1538,rt user dyk older adult higher risk developing serious complication co vid number illness there step ho,0,1
1539,coronavirus uk excess death could hit peak level by november without action url,0,1
1540,this also extensive look weve released specific difficulty project face trying compile comparable data number different jurisdiction florida report much data almost state territory still problem abound,0,1
1541,pedro sanchez president government spain spoke scientific committee government recognize committee never existed,1,0
1542,image showing vaccine coronavirus already discovered patented readily available,1,0
1543,italy surrendered repeat now everything hand allah keep praying muslim u mah repeat only allah save u pandemic repeat plz,1,0
1544,number people returned negative test co vid number number people tested either basis health child declined longer contacted left country,0,1
1545,pelota city hall city brazilian state rio grande sul used siren mark beginning lockdown city,1,0
1546,coronavirus inevitable second wave would happen say pm boris johnson said want second lockdown consider current measure need go further read here url url,0,1
1547,user these completed test result the pending backlog obviously large too,0,1
1548,the first case reporting today man number s arrived new zealand july number philippine via hong kong he managed isolation rydges rotorua tested negative co vid number around day number stay,0,1
1549,prof peter h or by talk kay burley new treatment trialled hospitalised co vid number patient these include very promising monoclonal antibody treatment involves giving patient laboratory made antibody kay burley latest url url,0,1
1550,india fight corona if track death number state across week number number state i e karnataka delhi increase case fatality trajectory however andhra pradesh maharashtra tamil nadu decrease daily death secretary user url,0,1
1551,report outbreak idiocy spreading number time faster coronavirus co vid number url,1,0
1552,elderly people left die italian hospital near milan,1,0
1553,donald trump responsible coronavirus but bear full responsibility failing protect nation worst public health economic crisis lifetime,1,0
1554,a today total number co vid number case number completely recovered taking recovery rate number co vid number co vid co vid number co vid number co vid number india co vid update coronavirus coronavirus india coronavirus update coronavirus pandemic url,0,1
1555,number number icmr continuously communicating respective state authority the finding previous survey dynamic containment zone communicated state action india fight co vid number,0,1
1556,the number st co vid number death nigeria recorded the case number year old male returned home following medical treatment uk he underlying medical condition multiple myeloma diabetes undergoing chemotherapy our thought family url,0,1
1557,india fight corona recovered case number time number active case total active case number recovered case number important point first time active case reduced number last number hr secretary user url,0,1
1558,reported death quite low number a sunday monday recent week in dataset include number probable co vid number death reported new york city new york state weve tracked number death url,0,1
1559,responsive collaborative effective measure right early identification aggressive testing efficient tracking comprehensive treatment collectively led encouraging outcome co vid number,0,1
1560,rt user co vid number update india registered number recovery last number hour the number recovered patient ha,0,1
1561,finally term case reported last day appropriate follow underway including making sure anyone flight isolation facility tested they captured day number day number routine testing,0,1
1562,the brace corona study found difference key outcome patient continuing v stopping medication url esc congress,0,1
1563,three new case co vid number confirmed lagos nigeria number case returning traveller number contact confirmed case a number pm number nd march number confirmed case co vid number nigeria number discharged death url,0,1
1564,imported n number ineffective co vid number raising risk infection hcps patient url,0,1
1565,an official mask combat novel coronavirus released,1,0
1566,there nearly number million people united state according trump white house weve conducted number million co vid number test it abysmal donald trump need scale testing need immediately,1,0
1567,gun toting michigander s burn witch a they protest state coronavirus lockdown url,1,0
1568,older adult people age severe chronic medical condition likely develop serious outcome including death infected co vid number see cdc guidance people higher risk serious illness url url,0,1
1569,our total number confirmed case co vid number number number report world health organization yesterday laboratory processed number test bringing total number test completed date number,0,1
1570,user hi the rule people must seated buffet salad bar allowed alert level number food must served individually,0,1
1571,rt user the coronavirus pandemic put emphasis importance science health fact checking the user,1,0
1572,rt user co vid number update with higher number patient getting cured india s total recovery surpass number lakh le number,0,1
1573,the freely filtered podcast host discus known s unknown co vid number s impact kidney url url,0,1
1574,even high daily testing level daily positivity rate number cumulative positivity rate le number this reflects centre led strategy test track treat effectively implemented state ut user user,0,1
1575,with new case report number additional recovered case total number active case number of number imported case miq facility number community case,0,1
1576,israel case coronavirus developed cure,1,0
1577,underlying condition increase risk severe coronavirus least number patient url,0,1
1578,man doesnt want to cause widespread panic but everyone is going to die url death pandemic coronavirus,1,0
1579,the idea get ahead problem professor global public health dr devi sridhar explains new restriction introduced stop separate household meeting indoors scotland get new restriction url url,0,1
1580,thyro care thane lab is sealed over false positive co vid number testing,1,0
1581,russia say vaccine co vid number if safe effective would buck historic trend development normally take year month here history vaccine development smallpox sars url coronavirus fact,1,0
1582,south africa fifth highest co vid number infection rate world,1,0
1583,india fight corona last number lakh recovery recorded number day comparison preceding number lakh recovery recorded number number day respectively url,0,1
1584,india fight corona india continues scale new peak co vid number test more number lakh sample tested number consecutive day despite high testing level daily positivity rate number cumulative positivity rate le number stay safe url,0,1
1585,you must act oklahoma to prevent hospital overload projection indicate stay home order must implemented may number th may number th latest the sooner act life save learn url act url,0,1
1586,donald trump would receive number million three hotel closed four day republican bill how hell right repeat,1,0
1587,drinking lot water gargling warm water salt vinegar eliminates coronavirus,1,0
1588,chinese court gave permission kill number patient infected coronavirus,1,0
1589,the latest cdc co vid view report show nationally percentage ppl testing positive co vid number decreased compared last week however four region part southeast south central west coast northwest saw slight increase url url,0,1
1590,some cancer trial interrupted co vid revived url url,0,1
1591,video muslim violating lockdown condition old city hyderabad,1,0
1592,get tested asked keep track movement using nz co vid tracer app can we need everyone alert level case area,0,1
1593,california finally provided update it unclear total test count includes pending thats large number test second new york and presumably includes commercial test provider url,0,1
1594,india fight corona recovery rate reached number recovered case number time number active case the top number state high active caseload also one presently reporting high level recovery stay safe india win user url,0,1
1595,number new case co vid number nigeria plateau number lagos number katsina number edo number fct number on do number oyo number kwara number abia number nasarawa number kano number ekiti number kaduna number kebbi number ogun number number confirmed number discharged number death url,0,1
1596,url california fire camel racing coronavirus tribute the world photo sept number url url,1,0
1597,in real sense oklahoma ha flattened curve repeat the number case oklahoma declined precipitously,1,0
1598,an additional significant cluster matamata closed this mean four significant cluster remain open a cluster considered closed new case two incubation period i e number day date case completed isolation,0,1
1599,the south s seven day average new case per million people dropped number july number peak number in west seven day average back number new case per million people dip earlier month related part ca s reporting system problem url,0,1
1600,user dr fauci funded risky gain of function test sars co vid virus bat wuhan institute virology deemed illegal united state the chinese conducting test released coronavirus planet forever fauci arsonist fire fighter,1,0
1601,a what sapp message say taht ecuador cure coronavirus already found thanks fact ecuadorian doctor disobeyed global law world health organization who autopsy thus would discovered cause disease bacterium remedy antibiotic anti inflammatories anticoagulant,1,0
1602,a british company launched household cleaner destroys co vid number number second follow live coronavirus update url,0,1
1603,reduced retail activity temporary reduction coin production due co vid number caused national coin shortage the shortage part plan eliminate paper money url,1,0
1604,a number pm number th march number confirmed case number discharged number death for breakdown case state real time please see url currently lagos number fct number ogun number ekiti number oyo number edo number bauchi number osun number river number enugu number co vid number nigeria,0,1
1605,job at world health organisation help u fight coronavirus working home no experience required sm sending job work number number hour daily mobile and earn number number daily click here and apply now url vacancy till number st july number,1,0
1606,the internet collapse globally due new coronavirus outbreak,1,0
1607,say number million chinese converted islam it repeat s proven coronavirus doesn repeat t affect muslim,1,0
1608,a entire family fall sick co vid number delhi chemist talk shortage anti viral medicine like fabi flu repeat it difficult get medicine too ke jri wal asks quarantine home system follow govt exists paper,1,0
1609,donald trump said brazil country supreme court hampering national government ability deal co vid number also criticized brazilian state governor,1,0
1610,filming new fall series the walking brain dead begin url hollywood coronavirus ohio horror walking dead,1,0
1611,please fwd contact india you never know may help tata group started good initiative providing free doctor consultation online chat this facility started need go doctor safe home below link i req est everyone take benefit facility url coronavirus fight coronavirus stay home stay safe telugu news journalist sai,1,0
1612,civil service examination india cancelled due coronavirus outbreak,1,0
1613,you heard straight president himself he want terminate health care million american middle global pandemic we cant let happen url,1,0
1614,coming up tonight repeat our head prevention programme knowledge management user tuesday live discus co vid number nigeria tune user dstv channel number join conversation time number pm url,0,1
1615,say repeat the simpson repeat predicted coronavirus,1,0
1616,for breakdown case state real time please see url currently lagos number fct number ogun number ekiti number oyo number edo number bauchi number osun number total number confirmed case co vid number nigeria,0,1
1617,coronavirus update india fight corona india s average positivity rate stand number date number state ut positivity rate le number url,0,1
1618,texas warns that the dreaded chupacabra could be carrying the coronavirus url donald trump texas dna la chupacabra,1,0
1619,video show president donald trump saying co vid number democrat new hoax,1,0
1620,we want find virus support anyone ensure health well well looked stop spread community none active case requires hospital level care,0,1
1621,number italian arguably died co vid number actually died due another pr existing condition,1,0
1622,number number we regret error announcement new co vid number case nigeria yesterday the ncdc remains committed ensuring transparency accurate reporting infectious disease case nigeria,0,1
1623,no cdc reduce co vid number florida case count url url,1,0
1624,do part slow spread co vid number number wear face covering public number stay least number ft away others avoid large crowd number wash hand often cdc join user saying co vid stop url url,0,1
1625,yesterday laboratory completed number test that brings total number test completed date number,0,1
1626,help scientist user discover whether rinsing nose gargling salt water could help reduce co vid number symptom reduce transmission if know adult co vid number symptom uk please tell study url url,1,0
1627,messed wrong person corona spitting face new york islamic jihadi spit metro coach passenger door close unfortunately low iq jihadi picked wrong person forced train door open thu lp ed jihadi pulp made fall ground stomped head repeat this way treat spitting lewd behavior jihadis,1,0
1628,news i don t need wetherspoons reopen say man barrel warm piss shed url url,1,0
1629,india fight corona india case per million population amongst lowest world stand number india number worl smile secretary user stay safe india win user url,0,1
1630,number b contact tracing bill repeat is controlling tracking population coronavirus repeat,1,0
1631,death rose new single day high dataset because weekend reporting lag tuesday number set new high to date throughout april tues number number number death tues number number number death tues number number number death tues number number number death url,0,1
1632,colorful bioengineered bacteria could end fashion obsession toxic dye future future futurism future future trend business facebook google science education news co vid number url,1,0
1633,say president barack obama signed medical appliance tax bill forced company outsource manufacturing mask gown glove venti la or sic china europe russia avoid tax repeat,1,0
1634,rt user co vid number update number co vid number patient recovered last number hour this led surge to ta,0,1
1635,a photograph former united state president barack obama caption saying taken chinese laboratory wuhan barack obama anthony fauci melinda gate visit virus factory probably check progress coronavirus research,1,0
1636,outbreak slaughter house due false pcr test pcr test show positive result coronaviruses cattle vaccine cattle,1,0
1637,rt user because co vid number spread people animal close contact sure take step keep pet safe,0,1
1638,user user we want that and believe essential just haven t bandwidth add piece lock sustainable data entry user,0,1
1639,with neither free coffee company branded tchotchke online medical meeting may virtual tumbleweed blowing say user url url,0,1
1640,it common feel stress co vid number pandemic use cdc tip resource take care loved one mental health own url minority mental health mental health awareness url,0,1
1641,rt user cdc s guideline combat spread co vid number including social distancing discouraging gathering number mor,0,1
1642,one thing know private testing going scale number s thousand test day quite possibly dwarfing source soon,0,1
1643,india fight corona number new case concentrated number state ut maharashtra alone number followed andhra pradesh karnataka number number case respectively url url,0,1
1644,an audio stating certain section society surat vendor spreading coronavirus,1,0
1645,south dakota state left u not issued stay home order social distancing order south dakota must act avoid hospital overload url url,0,1
1646,a photo claim person doctor died attending many co vid number pat in ents hospital mui z buenos aire,1,0
1647,number new case co vid number nigeria lagos number fct number plateau number river number enugu number oyo number abia number delta number edo number ebony i number cross river number kwara number kaduna number anambra number ogun number imo number bauchi number osun number nasarawa number kano number ekiti number number confirmed number discharged number death url,0,1
1648,a september number national forecast suggest number number new co vid number death reported week ending october number these forecast predict number number total co vid number death u october number learn more url url,0,1
1649,tera volt registry past treatment may impact risk death patient thoracic malignancy develop co vid number url asco number lcs url,0,1
1650,your regular reminder take vitamin d pill there lot nascent science observed correlation proposed mechanism suggest co vid number hardest vitamin d deficient whether hold end still need vitamin d take pill,1,0
1651,coronavirus uk excess death could hit peak level within two month nothing done stop spike case url,0,1
1652,health official advise everyone follow random facebook profile coronavirus information coronavirus outbreak,1,0
1653,rt user india fight corona india exponentially scaled testing one january number lakh day august number user,0,1
1654,we assume hospital increase available bed co vid number patient approximately number per day reach maximum capacity increase number current bed capacity,0,1
1655,amid chaos problem caused co vid number hope physician would get break complicated payment reporting program ala url url,0,1
1656,we know public health official unprecedented situation deeply appreciate dedication we know putting uptodate co vid data difficult and weve identified six change florida could make maximize usefulness data url,0,1
1657,rt user wildland firefighter faq help prevent infection spread co vid number among crew url californ,0,1
1658,a facebook page shared post announcing united state america grant number nigerian free work visa two year,1,0
1659,the idaho statesman situation idaho s state level access hospital data their recent hospital data entered yesterday though reflects number number this standard lag id data point url,0,1
1660,we re half year who sounding highest alarm declaring co vid number outbreak public health emergency international concern at time number january number case outside china death user,0,1
1661,four new case co vid number reported nigeria number osun number ogun a number number st march number confirmed case co vid number reported nigeria number death url,0,1
1662,mantova hospital italy test plasma treatment heal co vid number patient the italian government sent carabinieri stop experimentation it bill gate,1,0
1663,india main opposition party congress general secretary priyanka gandhi arranged number bus take home migrant stuck state uttar pradesh,1,0
1664,user user contact tracing key a pandemic continues evolve were trying keep pace thats added number th indicator contact tracing keep track read here url,0,1
1665,india fight corona there exponential increase daily co vid number testing country over number lakh number test done last number hour secretary user stay safe india win user url,0,1
1666,inhaling steam boiling sea salt orange peeling number minute prevent coronavirus entering body,1,0
1667,what make patient schizophrenia vulnerable coronavirus via user url,0,1
1668,uk newspaper say maulana saad ta bligh i jamaat donated r number crore pm relief fund coronavirus,1,0
1669,here comparison new york rest state territory number known life lost due co vid number come new york url,0,1
1670,over next week even don t symptom please test you re south west auckland greater health risk get co vid number test free number testing site nationwide url,0,1
1671,yesterday i watched live stream u pole competition repeat and made abundantly clear pole athlete well co vid ive heard enough depressing music last month,1,0
1672,rt user number number in japan number number test turn positive among highest world in india number number,0,1
1673,in italy cure coronavirus finally found,1,0
1674,barack obama is first ex president ever speak successor,1,0
1675,we can not solve problem number year number week a work hard reduce risk co vid number infection health care worker front line need fundamental change approach infection prevention control nigerian hospital user ptf co vid number url,0,1
1676,yesterday lab processed number test the total number test completed number almost number completed last week so due high level testing delay number hour processing test,0,1
1677,clinical trial outcome fav i pira vir management mild moderate co vid number join webinar using link url user url,1,0
1678,coronavirus update india co vid number recovery rate improves number september number number steady improvement india co vid number recovery rate since lockdown initiation march number number india fight corona user via user url,0,1
1679,a video show bat main source coronavirus many roof hubei district,1,0
1680,here regional story le number case reported state northeast url,0,1
1681,our daily update published we ve tracked total number completed test number yesterday thats number k largest number yet note track test state report state report test for detail url,0,1
1682,donald trump refused take serious action combat co vid number crisis and result got he s always wanted u s isolated rest world url,1,0
1683,there three additional previously reported case considered recovered co vid number our total number active case number number imported case miq facility number community case our total number confirmed case co vid number number,0,1
1684,day number lockdown coronavirus coronavirus pandemic number day lockdown number day challenge india fight corona social distance best example user user url,1,0
1685,israel found cure vaccine coronavirus,1,0
1686,a june number more number million co vid number case reported u s number state jurisdiction reporting number case see many case reported state county here url url,0,1
1687,the average test per million per day increased number second week july number first week september a per user advice country need conduct number test per day per million population comprehensive surveillance suspect case url,0,1
1688,the number day average co vid number death dropped number weekend url,0,1
1689,report outbreak idiocy spreading number time faster coronavirus coro virus url url,1,0
1690,today honourable minister user convened live press briefing update nigerian ongoing response co vid number outbreak nigeria a number th march number number case co vid number recorded nigeria number discharged number death url,0,1
1691,at midday today alert level number restriction social gathering eased group number people permitted includes event home outside home gathering like religious service party wedding tangi hang a funeral,0,1
1692,we number people reported recovered co vid number increase number yesterday this number case today two people receiving hospital level care co vid number one auckland middle more hospital neither icu,0,1
1693,pakistani doctor osama riaz s last message while taking last breath,1,0
1694,when co vid number outbreak broke china immediately started building laboratory capacity within number month activated total number lab across country least one per geopolitical zone bring testing closer people user url,0,1
1695,devastated stock broker face hand clearly taking coronavirus precaution seriously coronavirus co vid number stock market crash number url url,1,0
1696,woman committed suicide due coronavirus lockdown,1,0
1697,our combined total confirmed probable case remains number the number recovered case unchanged number only one case remains active there additional death report,0,1
1698,say president donald trump repeat never downplayed virus repeat,1,0
1699,new modelling reportedly shown london two three day behind coronavirus hotspot north west north east url,0,1
1700,cover cough co vid number spread respiratory droplet infected person cough sneeze talk additionally also spread someone showing symptom take everyday precaution part stop spre a smile url url,0,1
1701,all other news suspended over coronavirus url,1,0
1702,repeat people starting enter er fungal lung infection wearing mask repeat,1,0
1703,repeat man visited albany n y day dying coronavirus repeat,1,0
1704,in series interview ad businessman clive palmer said anti malaria drug hydroxychloroquine contributed australia low death rate co vid number we found claim baseless new fact check url u pol coronavirus fact url,1,0
1705,steam inhalation kiosk fight wuhan coronavirus,1,0
1706,i calling every ceo america publicly commit buying back company stock course next year a worker face physical economic consequence coronavirus corporate leader can not cede responsibility employee,1,0
1707,steam kill virus nose throat eradicate coronavirus,1,0
1708,we pleased announce inclusion number new gen expert lab taraba state ncdc molecular laboratory network taraba state specialist hospital ja lingo general hospital taku m this brings number lab co vid number testing capacity lab network number url,0,1
1709,co vid number update we number new confirmed case number related community outbreak auckland number imported we number active case number community number managed isolation our total number confirmed case date number,0,1
1710,rt user looking co vid number risk certain destination check cdc s co vid number travel recommendation country http,0,1
1711,a viral video showcasing emergency treatment co vid number patient maharashtra indian state the video shared name different city maharashtra,1,0
1712,on monday number september cabinet decide alert level number gathering limit increase auckland whether rest country move alert level number,0,1
1713,there currently number people managed isolation quarantine our current effective capacity number this give u excess capacity number,0,1
1714,hotel remain closed india till number october number,1,0
1715,cardiac mri scan showed number big number athlete tested positive co vid also myocarditis url,0,1
1716,other state seem trouble several showing substantial drop current hospitalization posting hhs notice we re reporting hospitalization figure published hope see smoother data next week,0,1
1717,group pupil sent home positive test rather someone developing symptom pm say url,0,1
1718,israeli doctor say dangerous wear mask outside,1,0
1719,disregard message beneficiary co vid number fund account credited ncdc also ncdc sending letter employment never request payment return employment offer share verified information url url,0,1
1720,one person remains auckland city hospital stable condition ward one significant cluster remains open our total number confirmed case co vid number number number report world health organization,0,1
1721,limiting gathering one way slow spread co vid number physical distancing hard find tip support health loved one challenging time url url,0,1
1722,rt user mask help prevent spread co vid number widely used public when wear mask help pro,0,1
1723,rt user in prec ovid world traveled across u s give medium literacy training teen teacher school wou,1,0
1724,india fight corona follow simple handwashing step prevent spread co vid number stay safe india win user user user user user user user user via user url,0,1
1725,president trump claim virus control testing available,1,0
1726,why mouthwash could help fight co vid along bad breath url,0,1
1727,type number type number diabetes associated much higher risk in hospital death co vid number url,0,1
1728,airborne main way co vid number spread doh update guideline well,1,0
1729,a vaccine cure co vid number three hour released next sunday according president donald trump roche already produced million vaccine,1,0
1730,number new case co vid number nigeria lagos number delta number on do number fct number edo number oyo number kaduna number enugu number katsina number imo number adamawa number ogun number osun number abia number river number nasarawa number bauchi number niger number kebbi number ekiti number plateau number taraba number number confirmed number discharged number death url,0,1
1731,news new mary trump book claim donald trump order intern take daily co vid number test url url,1,0
1732,testing co vid number drug determine emergency use authorization come late fall url via user,0,1
1733,rt user india fight corona recovered case number time number active case number people recovered fa,0,1
1734,news government urged lift lockdown emerges ed sheeran using time write new album url url,1,0
1735,resident corona california want the city s name changed url donald trump california coronavirus grafitti,1,0
1736,q a non theorist touted drinking industrial bleach known mm miracle mineral solution miracle cure co vid number per wikipedia crazy democrat say republican ad claiming protects pedophile aimed q a non follower url via user,1,0
1737,there one new zealand receiving hospital level care co vid number yesterday laboratory completed number test bringing total number test completed date number,0,1
1738,coronavirus four welsh county face local lockdown worrying rapid rise infection url,0,1
1739,coronavirus pm want another lockdown say second wave inevitable url,0,1
1740,this week s co vid view report early indication level co vid number illness still low may increasing slightly part united state hospitalization rate death still trending down learn more url url,0,1
1741,yesterday number test processed brings total number test processed overall,0,1
1742,an number country recommendation managing acute ischemic stroke co vid number url url,0,1
1743,in midst pandemic trump administration chose expend effort attempt dis establish mashpee wampanoag tribe s reservation stand mashpee indian country url,1,0
1744,in order combat co vid number need decisive public health response decisive economic response i ve laid exactly i would i president crisis take look url,1,0
1745,we still process connecting number people we number people tested reason child part repositioning crew currently overseas refusing test number people refused testing,0,1
1746,panic fear might limiting human reasoning fueling hoax coronavirus url via user coronavirus fact datos coronavirus,1,0
1747,bill gate vatican plan depopulate world coronavirus vaccine,1,0
1748,lock exit bump corona case number k repeat present official report number also doubt repeat still tested corona case like germany repeat already v r equivalent france repeat corona case but health infrastructure enough save poor number url url,1,0
1749,so basically joko wi bet a vigan fav i pira vir might actually payback promising result treating co vid number patient,1,0
1750,india newborn twin named corona co vid virus,1,0
1751,even uncertainty testing florida elsewhere case nationwide trended past week death however continue climb towards number day average number url,0,1
1752,repeat bill gate admits co vid number vaccine might kill nearly number million people repeat,1,0
1753,say number coronavirus cause sudden death syndrome,1,0
1754,user claim e smile i would press event may i would never asked coronavirus press conference transcript show claim false url url,1,0
1755,walmart amazon kroger target costco have reported coronavirus case news,1,0
1756,fennel tea cure coronavirus,1,0
1757,according user unlock number guideline swimming pool permitted functional number however yoga institute gymnasium allowed function number sop issued user co vid number co vid number unlock number co vid update url,0,1
1758,rt user our coronavirus vaccine team led prof robin shattock user given number million user fast,0,1
1759,lemon bicarbonate tea green tea treat prevent coronavirus,1,0
1760,pope francis co vid number crisis chance come better url via user,1,0
1761,west virginia low infection growth rate person infecting le one person total number case shrinking the positive test rate low suggesting widespread testing icu use low suggesting capacity handle new co vid infection url,0,1
1762,germany sent china bill number billion damage caused economy due coronavirus,1,0
1763,a number study proved chloroquine effective treatment coronaviruses,1,0
1764,today announced stamp out plan responding new case co vid number community ongoing elimination continues strategy dealing co vid number keep new zealander safe there evidence community transmission date number number,0,1
1765,co vid number bacterium virus,1,0
1766,india record number new co vid number case second consecutive day row delhi cm arvind ke jri wal announces plasma bank delhi help critically ill coronavirus patient co vid number coronavirus fact url,1,0
1767,we re working vaccine manufacturer provide country join effort timely equitable access vaccine licensed approved this doesn t pool risk also mean price kept low possible user co vid number,0,1
1768,dr anthony fauci ha known number year chloroquine hydroxychloroquine treat current case coronavirus prevent future case,1,0
1769,india azim premji donates number crore charity currently field work spread across karnataka uttar ak hand rajasthan chhattisgarh pudu cherry telangana madhya pradesh along work northeastern state india,1,0
1770,wearing mask help slow spread co vid number cdc s dr paige armstrong show correctly put take mask wear mask keep distance wash hand help slow spread co vid number learn more url url,0,1
1771,a woman making co vid number mask her panty url coronavirus ebay panty coronavirus mask flea market,1,0
1772,a new user find many co vid number infection among healthcare worker appear go undetected likely many people infected virus cause co vid number mild symptom learn more url url,0,1
1773,a girl child born village state rajasthan said immediately birth contain coronavirus outbreak india every person country apply turmeric paste toenail right foot the baby died saying this,1,0
1774,india fight corona a number nd september number india recovery rate stand number secretary user stay safe india win co vid number user url,0,1
1775,fact checking president trump abc town hall claim coronavirus joe biden url thre a smile url,1,0
1776,president trump ban chinese fortune cooky the white house url donald trump china coronavirus missile,1,0
1777,ready set go the race create co vid number vaccine on url url,0,1
1778,an exclusive picture patient s throat infected coronavirus co vid number showing extent inflammation destruction affected throat entrance lung caused virus first day infection taste severe shortness breath,1,0
1779,arizona first u s state begin reporting serology test weve anticipating backend were prepared record number we publish data soon work particular kink so url url,0,1
1780,user user i know chloroquine used case malaria hydroxychloroquine may effective injectable quinine used cq hcq becomes cerebral malaria blood brain barrier,1,0
1781,local woman designates herself a co vid number town prefect url,1,0
1782,rt user contact tracing slows spread co vid number see answer frequently asked question contact tracing http,0,1
1783,our number pm update published the u tested least number people number yesterday total note track test state report and state report negative test for detail see url,0,1
1784,a number people england died coronavirus hospital bringing total number according nh england follow live update daily figure start come url,0,1
1785,update co vid number emergency healthcare seeking behaviour drastically changed number decreased emergency department attendance patient number living away hospital le likely visit a e report url url,0,1
